33,25
39,23
42,17
43,22
12,19
18,37
17.5,30
17.5,31
15,35
14,37
8.5,31
8.5,32
37,30
30,32
11,23
18,24
18,25
15,21
23,27
8,23
44,27
31,14
31,19
31,20
43.5,13
31,11
39,13
22,19
29,16
29,17
20,16
